title,address,price,floor,overall floor,rooms,square,images
2 минуты пешком до выставки,Москва ЦАО р-н Пресненский ул. Антонова-Овсеенко 4,2 600,5,16,1,20 ,https://cdn-p.cian.site/images/7/645/076/kvartira-moskva-ulica-antonovaovseenko-670546726-4.jpg https://cdn-p.cian.site/images/7/645/076/kvartira-moskva-ulica-antonovaovseenko-670546726-4.jpg https://cdn-p.cian.site/images/7/645/076/kvartira-moskva-ulica-antonovaovseenko-670546720-2.jpg https://cdn-p.cian.site/images/7/645/076/kvartira-moskva-ulica-antonovaovseenko-670546721-2.jpg https://cdn-p.cian.site/images/7/645/076/kvartira-moskva-ulica-antonovaovseenko-670546717-2.jpg
Sky Suite 50 этаж Башни Федерация,Москва ЦАО р-н Пресненский наб. Пресненская 12,16 000,50,62,2,101 ,https://cdn-p.cian.site/images/8/763/369/kvartira-moskva-presnenskaya-naberezhnaya-963367859-4.jpg https://cdn-p.cian.site/images/8/763/369/kvartira-moskva-presnenskaya-naberezhnaya-963367859-4.jpg https://cdn-p.cian.site/images/8/763/369/kvartira-moskva-presnenskaya-naberezhnaya-963367858-2.jpg https://cdn-p.cian.site/images/8/763/369/kvartira-moskva-presnenskaya-naberezhnaya-963367865-2.jpg https://cdn-p.cian.site/images/8/763/369/kvartira-moskva-presnenskaya-naberezhnaya-963367862-2.jpg
2-комн. апарт. 105 м? 63/85 этаж,Москва ЦАО р-н Пресненский 1-й Красногвардейский проезд 21с2,20 000,63,85,2,105 ,https://cdn-p.cian.site/images/1/832/029/kvartira-moskva-1y-krasnogvardeyskiy-proezd-920238144-4.jpg https://cdn-p.cian.site/images/1/832/029/kvartira-moskva-1y-krasnogvardeyskiy-proezd-920238144-4.jpg https://cdn-p.cian.site/images/41/883/301/posutochnaja-kvartira-moskva-1y-krasnogvardeyskiy-proezd-1033881448-2.jpg https://cdn-p.cian.site/images/1/832/029/kvartira-moskva-1y-krasnogvardeyskiy-proezd-920238144-2.jpg https://cdn-p.cian.site/images/1/832/029/kvartira-moskva-1y-krasnogvardeyskiy-proezd-920238146-2.jpg
3-комн. кв. 100 м? 3/5 этаж,Москва ЦАО р-н Пресненский Малый Тишинский пер. 14-16,4 500,3,5,3,100 ,https://cdn-p.cian.site/images/9/679/105/kvartira-moskva-malyy-tishinskiy-pereulok-501976999-4.jpg https://cdn-p.cian.site/images/9/679/105/kvartira-moskva-malyy-tishinskiy-pereulok-501976999-4.jpg https://cdn-p.cian.site/images/0/779/105/kvartira-moskva-malyy-tishinskiy-pereulok-501977001-2.jpg https://cdn-p.cian.site/images/0/779/105/kvartira-moskva-malyy-tishinskiy-pereulok-501977000-2.jpg https://cdn-p.cian.site/images/9/679/105/kvartira-moskva-malyy-tishinskiy-pereulok-501976987-2.jpg
1-комн. кв. 45 м? 6/8 этаж,Москва ЦАО р-н Мещанский просп. Мира 27,2 800,6,8,1,45 ,https://cdn-p.cian.site/images/4/197/279/kvartira-moskva-prospekt-mira-972791427-4.jpg https://cdn-p.cian.site/images/4/197/279/kvartira-moskva-prospekt-mira-972791427-4.jpg https://cdn-p.cian.site/images/4/197/279/kvartira-moskva-prospekt-mira-972791440-2.jpg https://cdn-p.cian.site/images/4/197/279/kvartira-moskva-prospekt-mira-972791435-2.jpg https://cdn-p.cian.site/images/4/197/279/kvartira-moskva-prospekt-mira-972791426-2.jpg
Солнце в любую погоду,Москва ЗАО р-н Фили-Давыдково Малая Филевская ул. 10К2,2 800,3,5,1,33 ,https://cdn-p.cian.site/images/4/768/779/posutochnaja-kvartira-moskva-malaya-filevskaya-ulica-977867417-4.jpg https://cdn-p.cian.site/images/4/768/779/posutochnaja-kvartira-moskva-malaya-filevskaya-ulica-977867417-4.jpg https://cdn-p.cian.site/images/4/768/779/posutochnaja-kvartira-moskva-malaya-filevskaya-ulica-977867438-2.jpg https://cdn-p.cian.site/images/5/768/779/posutochnaja-kvartira-moskva-malaya-filevskaya-ulica-977867504-2.jpg https://cdn-p.cian.site/images/4/768/779/posutochnaja-kvartira-moskva-malaya-filevskaya-ulica-977867431-2.jpg
Студия с джакузи на высоте Сити.,Москва ЦАО р-н Пресненский 1-й Красногвардейский проезд 21с1,17 000,64,75,1,60 ,https://cdn-p.cian.site/images/8/496/389/posutochnaja-kvartira-moskva-presnenskaya-naberezhnaya-983694845-4.jpg https://cdn-p.cian.site/images/8/496/389/posutochnaja-kvartira-moskva-presnenskaya-naberezhnaya-983694845-4.jpg https://cdn-p.cian.site/images/8/496/389/posutochnaja-kvartira-moskva-presnenskaya-naberezhnaya-983694846-2.jpg https://cdn-p.cian.site/images/8/496/389/posutochnaja-kvartira-moskva-presnenskaya-naberezhnaya-983694844-2.jpg https://cdn-p.cian.site/images/8/496/389/posutochnaja-kvartira-moskva-presnenskaya-naberezhnaya-983694842-2.jpg
Большая и современная с видом,Москва ЗАО р-н Дорогомилово Кутузовский просп. 18,7 500,4,6,3,118 ,https://cdn-p.cian.site/images/5/431/279/kvartira-moskva-kutuzovskiy-prospekt-972134575-4.jpg https://cdn-p.cian.site/images/5/431/279/kvartira-moskva-kutuzovskiy-prospekt-972134575-4.jpg https://cdn-p.cian.site/images/5/431/279/kvartira-moskva-kutuzovskiy-prospekt-972134583-2.jpg https://cdn-p.cian.site/images/5/431/279/kvartira-moskva-kutuzovskiy-prospekt-972134585-2.jpg https://cdn-p.cian.site/images/5/431/279/kvartira-moskva-kutuzovskiy-prospekt-972134581-2.jpg
1 дом от метро 5 минут от центра,Москва ЦАО р-н Таганский Волгоградский просп. 1С1,2 500,3,13,1,276 ,https://cdn-p.cian.site/images/4/349/129/kvartira-moskva-volgogradskiy-prospekt-921943425-4.jpg https://cdn-p.cian.site/images/4/349/129/kvartira-moskva-volgogradskiy-prospekt-921943425-4.jpg https://cdn-p.cian.site/images/0/349/129/kvartira-moskva-volgogradskiy-prospekt-921943097-2.jpg https://cdn-p.cian.site/images/2/349/129/kvartira-moskva-volgogradskiy-prospekt-921943273-2.jpg https://cdn-p.cian.site/images/2/349/129/kvartira-moskva-volgogradskiy-prospekt-921943284-2.jpg
Трешка с балконом рядом с Кремлем,Москва ЦАО р-н Тверской Тверская ул. 6С5,6 900,6,6,3,65 ,https://cdn-p.cian.site/images/4/243/795/kvartira-moskva-tverskaya-ulica-597342416-4.jpg https://cdn-p.cian.site/images/4/243/795/kvartira-moskva-tverskaya-ulica-597342416-4.jpg https://cdn-p.cian.site/images/4/271/795/kvartira-moskva-tverskaya-ulica-597172475-2.jpg https://cdn-p.cian.site/images/7/271/795/kvartira-moskva-tverskaya-ulica-597172752-2.jpg https://cdn-p.cian.site/images/4/271/795/kvartira-moskva-tverskaya-ulica-597172474-2.jpg
1-комн. кв. 40 м? 2/12 этаж,Москва ЮАО р-н Чертаново Южное Варшавское ш. 141к11,2 500,2,12,1,40 ,https://cdn-p.cian.site/images/7/182/103/kvartira-moskva-varshavskoe-shosse-301281740-4.jpg https://cdn-p.cian.site/images/7/182/103/kvartira-moskva-varshavskoe-shosse-301281740-4.jpg https://cdn-p.cian.site/images/1/282/103/kvartira-moskva-varshavskoe-shosse-301282174-2.jpg https://cdn-p.cian.site/images/3/282/103/kvartira-moskva-varshavskoe-shosse-301282332-2.jpg https://cdn-p.cian.site/images/6/282/103/kvartira-moskva-varshavskoe-shosse-301282638-2.jpg
7 мин пешком от метро Сухаревская,Москва ЦАО р-н Красносельский пер. Докучаев 2,2 500,12,16,1,40 ,https://cdn-p.cian.site/images/9/175/139/kvartira-moskva-pereulok-dokuchaev-931571949-4.jpg https://cdn-p.cian.site/images/9/175/139/kvartira-moskva-pereulok-dokuchaev-931571949-4.jpg https://cdn-p.cian.site/images/9/175/139/kvartira-moskva-pereulok-dokuchaev-931571956-2.jpg https://cdn-p.cian.site/images/9/175/139/kvartira-moskva-pereulok-dokuchaev-931571957-2.jpg https://cdn-p.cian.site/images/9/175/139/kvartira-moskva-pereulok-dokuchaev-931571951-2.jpg
600м от Красной Пл.Сутки.На часы,Москва ЦАО р-н Тверской Козицкий пер. 1А,2 500,2,6,1,25 ,https://cdn-p.cian.site/images/0/324/707/kvartira-moskva-kozickiy-pereulok-707423015-4.jpg https://cdn-p.cian.site/images/0/324/707/kvartira-moskva-kozickiy-pereulok-707423015-4.jpg https://cdn-p.cian.site/images/0/324/707/kvartira-moskva-kozickiy-pereulok-707423008-2.jpg https://cdn-p.cian.site/images/0/324/707/kvartira-moskva-kozickiy-pereulok-707423007-2.jpg https://cdn-p.cian.site/images/0/324/707/kvartira-moskva-kozickiy-pereulok-707423003-2.jpg
3 минуты пешком от м. Павелецкая,Москва ЦАО р-н Замоскворечье 5-й Монетчиковский пер. 13,2 500,8,12,1,36 ,https://cdn-p.cian.site/images/68/400/001/posutochnaja-kvartira-moskva-5y-monetchikovskiy-pereulok-1000048653-4.jpg https://cdn-p.cian.site/images/68/400/001/posutochnaja-kvartira-moskva-5y-monetchikovskiy-pereulok-1000048653-4.jpg https://cdn-p.cian.site/images/68/400/001/posutochnaja-kvartira-moskva-5y-monetchikovskiy-pereulok-1000048651-2.jpg https://cdn-p.cian.site/images/68/400/001/posutochnaja-kvartira-moskva-5y-monetchikovskiy-pereulok-1000048646-2.jpg https://cdn-p.cian.site/images/68/400/001/posutochnaja-kvartira-moskva-5y-monetchikovskiy-pereulok-1000048650-2.jpg
1-комн. кв. 40 м? 2/5 этаж,Москва ЦАО р-н Тверской 4-я Тверская-Ямская ул. 4,2 700,2,5,1,40 ,https://cdn-p.cian.site/images/6/247/889/posutochnaja-kvartira-moskva-4ya-tverskayayamskaya-ulica-988742674-4.jpg https://cdn-p.cian.site/images/6/247/889/posutochnaja-kvartira-moskva-4ya-tverskayayamskaya-ulica-988742674-4.jpg https://cdn-p.cian.site/images/8/247/889/posutochnaja-kvartira-moskva-4ya-tverskayayamskaya-ulica-988742877-2.jpg https://cdn-p.cian.site/images/8/247/889/posutochnaja-kvartira-moskva-4ya-tverskayayamskaya-ulica-988742884-2.jpg https://cdn-p.cian.site/images/6/247/889/posutochnaja-kvartira-moskva-4ya-tverskayayamskaya-ulica-988742672-2.jpg
Стильная трешка у Кремля,Москва ЦАО р-н Тверской Тверская ул. 8к1,6 900,7,7,3,75 ,https://cdn-p.cian.site/images/67/776/001/posutochnaja-kvartira-moskva-tverskaya-ulica-1006777664-4.jpg https://cdn-p.cian.site/images/67/776/001/posutochnaja-kvartira-moskva-tverskaya-ulica-1006777664-4.jpg https://cdn-p.cian.site/images/77/776/001/posutochnaja-kvartira-moskva-tverskaya-ulica-1006777749-2.jpg https://cdn-p.cian.site/images/67/776/001/posutochnaja-kvartira-moskva-tverskaya-ulica-1006777694-2.jpg https://cdn-p.cian.site/images/67/776/001/posutochnaja-kvartira-moskva-tverskaya-ulica-1006777669-2.jpg
Объявление проверено. Гарантия.,Москва СВАО р-н Отрадное Алтуфьевское ш. 2К1,2 000,16,16,1,40 ,https://cdn-p.cian.site/images/1/598/879/posutochnaja-kvartira-moskva-altufevskoe-shosse-978895117-4.jpg https://cdn-p.cian.site/images/1/598/879/posutochnaja-kvartira-moskva-altufevskoe-shosse-978895117-4.jpg https://cdn-p.cian.site/images/1/598/879/posutochnaja-kvartira-moskva-altufevskoe-shosse-978895121-2.jpg https://cdn-p.cian.site/images/1/598/879/posutochnaja-kvartira-moskva-altufevskoe-shosse-978895118-2.jpg https://cdn-p.cian.site/images/1/598/879/posutochnaja-kvartira-moskva-altufevskoe-shosse-978895117-2.jpg
The Beatles Loft - Послушай Винил,Москва ЦАО р-н Басманный Нижняя Красносельская ул. 35С1,4 500,5,7,1,30 ,https://cdn-p.cian.site/images/06/767/201/posutochnaja-kvartira-moskva-nizhnyaya-krasnoselskaya-ulica-1027676025-4.jpg https://cdn-p.cian.site/images/06/767/201/posutochnaja-kvartira-moskva-nizhnyaya-krasnoselskaya-ulica-1027676025-4.jpg https://cdn-p.cian.site/images/95/767/201/posutochnaja-kvartira-moskva-nizhnyaya-krasnoselskaya-ulica-1027675959-2.jpg https://cdn-p.cian.site/images/16/767/201/posutochnaja-kvartira-moskva-nizhnyaya-krasnoselskaya-ulica-1027676117-2.jpg https://cdn-p.cian.site/images/95/767/201/posutochnaja-kvartira-moskva-nizhnyaya-krasnoselskaya-ulica-1027675962-2.jpg
2-комн. кв. 411 м? 4/5 этаж,Москва ЦАО р-н Замоскворечье Новокузнецкая ул. 18С1,3 200,4,5,2,411 ,https://cdn-p.cian.site/images/1/120/199/posutochnaja-kvartira-moskva-novokuzneckaya-ulica-991021155-4.jpg https://cdn-p.cian.site/images/1/120/199/posutochnaja-kvartira-moskva-novokuzneckaya-ulica-991021155-4.jpg https://cdn-p.cian.site/images/1/120/199/posutochnaja-kvartira-moskva-novokuzneckaya-ulica-991021150-2.jpg https://cdn-p.cian.site/images/1/120/199/posutochnaja-kvartira-moskva-novokuzneckaya-ulica-991021154-2.jpg https://cdn-p.cian.site/images/1/120/199/posutochnaja-kvartira-moskva-novokuzneckaya-ulica-991021156-2.jpg
2-комн. кв. 76 м? 1/9 этаж,Москва ЮВАО р-н Выхино-Жулебино Ташкентский пер. 9К1,3 000,1,9,2,76 ,https://cdn-p.cian.site/images/28/664/601/posutochnaja-kvartira-moskva-tashkentskiy-pereulok-1064668214-4.jpg https://cdn-p.cian.site/images/28/664/601/posutochnaja-kvartira-moskva-tashkentskiy-pereulok-1064668214-4.jpg https://cdn-p.cian.site/images/28/664/601/posutochnaja-kvartira-moskva-tashkentskiy-pereulok-1064668201-2.jpg https://cdn-p.cian.site/images/28/664/601/posutochnaja-kvartira-moskva-tashkentskiy-pereulok-1064668210-2.jpg https://cdn-p.cian.site/images/28/664/601/posutochnaja-kvartira-moskva-tashkentskiy-pereulok-1064668205-2.jpg
5 мин пешком от метро Киевская,Москва ЗАО р-н Дорогомилово Кутузовский просп. 9К1,2 800,5,9,1,40 ,https://cdn-p.cian.site/images/0/299/756/kvartira-moskva-kutuzovskiy-prospekt-657992050-4.jpg https://cdn-p.cian.site/images/0/299/756/kvartira-moskva-kutuzovskiy-prospekt-657992050-4.jpg https://cdn-p.cian.site/images/0/299/756/kvartira-moskva-kutuzovskiy-prospekt-657992052-2.jpg https://cdn-p.cian.site/images/0/299/756/kvartira-moskva-kutuzovskiy-prospekt-657992048-2.jpg https://cdn-p.cian.site/images/0/299/756/kvartira-moskva-kutuzovskiy-prospekt-657992047-2.jpg
1-комн. кв. 354 м? 2/6 этаж,Москва САО р-н Аэропорт ул. Константина Симонова 8К1,2 800,2,6,1,354 ,https://cdn-p.cian.site/images/1/520/199/posutochnaja-kvartira-moskva-ulica-konstantina-simonova-991025138-4.jpg https://cdn-p.cian.site/images/1/520/199/posutochnaja-kvartira-moskva-ulica-konstantina-simonova-991025138-4.jpg https://cdn-p.cian.site/images/1/520/199/posutochnaja-kvartira-moskva-ulica-konstantina-simonova-991025140-2.jpg https://cdn-p.cian.site/images/1/520/199/posutochnaja-kvartira-moskva-ulica-konstantina-simonova-991025132-2.jpg https://cdn-p.cian.site/images/1/520/199/posutochnaja-kvartira-moskva-ulica-konstantina-simonova-991025131-2.jpg
2-комн. кв. 50 м? 5/12 этаж,Москва ЮВАО р-н Люблино ул. Марьинский Парк 35,2 000,5,12,2,50 ,https://cdn-p.cian.site/images/0/128/559/kvartira-moskva-ulica-marinskiy-park-955821017-4.jpg https://cdn-p.cian.site/images/0/128/559/kvartira-moskva-ulica-marinskiy-park-955821017-4.jpg https://cdn-p.cian.site/images/0/128/559/kvartira-moskva-ulica-marinskiy-park-955821044-2.jpg https://cdn-p.cian.site/images/1/128/559/kvartira-moskva-ulica-marinskiy-park-955821104-2.jpg https://cdn-p.cian.site/images/1/128/559/kvartira-moskva-ulica-marinskiy-park-955821155-2.jpg
АКЦИЯ -200 рублей от стоимости*,Москва ЮЗАО р-н Котловка Нагорная ул. 22К4,2 500,2,5,1,40 ,https://cdn-p.cian.site/images/0/602/036/kvartira-moskva-nagornaya-ulica-630206011-4.jpg https://cdn-p.cian.site/images/0/602/036/kvartira-moskva-nagornaya-ulica-630206011-4.jpg https://cdn-p.cian.site/images/0/602/036/kvartira-moskva-nagornaya-ulica-630206011-2.jpg https://cdn-p.cian.site/images/0/602/036/kvartira-moskva-nagornaya-ulica-630206010-2.jpg https://cdn-p.cian.site/images/0/602/036/kvartira-moskva-nagornaya-ulica-630206012-2.jpg
1-комн. кв. 29 м? 4/5 этаж,Москва ЦАО р-н Красносельский Большая Спасская ул. 29,2 700,4,5,1,29 ,https://cdn-p.cian.site/images/97/565/501/posutochnaja-kvartira-moskva-bolshaya-spasskaya-ulica-1055657952-4.jpg https://cdn-p.cian.site/images/97/565/501/posutochnaja-kvartira-moskva-bolshaya-spasskaya-ulica-1055657952-4.jpg https://cdn-p.cian.site/images/97/565/501/posutochnaja-kvartira-moskva-bolshaya-spasskaya-ulica-1055657952-2.jpg https://cdn-p.cian.site/images/97/565/501/posutochnaja-kvartira-moskva-bolshaya-spasskaya-ulica-1055657954-2.jpg https://cdn-p.cian.site/images/97/565/501/posutochnaja-kvartira-moskva-bolshaya-spasskaya-ulica-1055657957-2.jpg
1-комн. кв. 28 м? 3/5 этаж,Москва ЦАО р-н Красносельский Большая Спасская ул. 29,2 700,3,5,1,28 ,https://cdn-p.cian.site/images/79/565/501/posutochnaja-kvartira-moskva-bolshaya-spasskaya-ulica-1055659731-4.jpg https://cdn-p.cian.site/images/79/565/501/posutochnaja-kvartira-moskva-bolshaya-spasskaya-ulica-1055659731-4.jpg https://cdn-p.cian.site/images/79/565/501/posutochnaja-kvartira-moskva-bolshaya-spasskaya-ulica-1055659726-2.jpg https://cdn-p.cian.site/images/79/565/501/posutochnaja-kvartira-moskva-bolshaya-spasskaya-ulica-1055659732-2.jpg https://cdn-p.cian.site/images/79/565/501/posutochnaja-kvartira-moskva-bolshaya-spasskaya-ulica-1055659727-2.jpg
Двушка в центре,Москва ЦАО р-н Пресненский ул. Красина 24/28,3 000,3,8,2,45 ,https://cdn-p.cian.site/images/4/014/869/kvartira-moskva-ulica-krasina-968410436-4.jpg https://cdn-p.cian.site/images/4/014/869/kvartira-moskva-ulica-krasina-968410436-4.jpg https://cdn-p.cian.site/images/4/014/869/kvartira-moskva-ulica-krasina-968410435-2.jpg https://cdn-p.cian.site/images/4/014/869/kvartira-moskva-ulica-krasina-968410434-2.jpg https://cdn-p.cian.site/images/4/014/869/kvartira-moskva-ulica-krasina-968410439-2.jpg
Bribge to invest apartments,Москва ЦАО р-н Пресненский 1-й Красногвардейский проезд 21с2,7 990,42,85,2,78 ,https://cdn-p.cian.site/images/6/637/197/kvartira-moskva-1y-krasnogvardeyskiy-proezd-791736648-4.jpg https://cdn-p.cian.site/images/6/637/197/kvartira-moskva-1y-krasnogvardeyskiy-proezd-791736648-4.jpg https://cdn-p.cian.site/images/7/637/197/kvartira-moskva-1y-krasnogvardeyskiy-proezd-791736726-2.jpg https://cdn-p.cian.site/images/5/637/197/kvartira-moskva-1y-krasnogvardeyskiy-proezd-791736532-2.jpg https://cdn-p.cian.site/images/2/637/197/kvartira-moskva-1y-krasnogvardeyskiy-proezd-791736268-2.jpg
1-комн. кв. 40 м? 9/12 этаж,Москва ЗАО р-н Дорогомилово Кутузовский просп. 22к2,4 000,9,12,1,40 ,https://cdn-p.cian.site/images/6/949/309/kvartira-moskva-kutuzovskiy-prospekt-903949686-4.jpg https://cdn-p.cian.site/images/6/949/309/kvartira-moskva-kutuzovskiy-prospekt-903949686-4.jpg https://cdn-p.cian.site/images/7/949/309/kvartira-moskva-kutuzovskiy-prospekt-903949777-2.jpg https://cdn-p.cian.site/images/5/949/309/kvartira-moskva-kutuzovskiy-prospekt-903949584-2.jpg https://cdn-p.cian.site/images/6/949/309/kvartira-moskva-kutuzovskiy-prospekt-903949656-2.jpg
Пару минут ходьбы от метро,Москва САО р-н Аэропорт ул. Верхняя Масловка 11,2 000,6,9,1,36 ,https://cdn-p.cian.site/images/6/222/848/kvartira-moskva-ulica-verhnyaya-maslovka-848222656-4.jpg https://cdn-p.cian.site/images/6/222/848/kvartira-moskva-ulica-verhnyaya-maslovka-848222656-4.jpg https://cdn-p.cian.site/images/6/322/848/kvartira-moskva-ulica-verhnyaya-maslovka-848223682-2.jpg https://cdn-p.cian.site/images/7/222/848/kvartira-moskva-ulica-verhnyaya-maslovka-848222717-2.jpg https://cdn-p.cian.site/images/7/222/848/kvartira-moskva-ulica-verhnyaya-maslovka-848222703-2.jpg
2-комн. кв. 64 м? 7/10 этаж,Москва ЗАО р-н Дорогомилово Кутузовский просп. 30,4 000,7,10,2,64 ,https://cdn-p.cian.site/images/3/721/968/kvartira-moskva-kutuzovskiy-prospekt-869127331-4.jpg https://cdn-p.cian.site/images/3/721/968/kvartira-moskva-kutuzovskiy-prospekt-869127331-4.jpg https://cdn-p.cian.site/images/3/721/968/kvartira-moskva-kutuzovskiy-prospekt-869127328-2.jpg https://cdn-p.cian.site/images/2/721/968/kvartira-moskva-kutuzovskiy-prospekt-869127207-2.jpg https://cdn-p.cian.site/images/6/721/968/kvartira-moskva-kutuzovskiy-prospekt-869127633-2.jpg
2-комн. кв. 45 м? 2/9 этаж,Москва ЗАО р-н Тропарево-Никулино просп. Вернадского 89К2,3 000,2,9,2,45 ,https://cdn-p.cian.site/images/9/395/624/kvartira-moskva-prospekt-vernadskogo-426593909-4.jpg https://cdn-p.cian.site/images/9/395/624/kvartira-moskva-prospekt-vernadskogo-426593909-4.jpg https://cdn-p.cian.site/images/9/395/624/kvartira-moskva-prospekt-vernadskogo-426593908-2.jpg https://cdn-p.cian.site/images/8/395/624/kvartira-moskva-prospekt-vernadskogo-426593896-2.jpg https://cdn-p.cian.site/images/8/395/624/kvartira-moskva-prospekt-vernadskogo-426593891-2.jpg
2мин пешком! Успейте АКЦИЯ!,Москва ЮЗАО р-н Южное Бутово ул. Кадырова 8К1,1 700,12,17,1,40 ,https://cdn-p.cian.site/images/6/441/775/kvartira-moskva-ulica-kadyrova-577144634-4.jpg https://cdn-p.cian.site/images/6/441/775/kvartira-moskva-ulica-kadyrova-577144634-4.jpg https://cdn-p.cian.site/images/6/441/775/kvartira-moskva-ulica-kadyrova-577144638-2.jpg https://cdn-p.cian.site/images/6/441/775/kvartira-moskva-ulica-kadyrova-577144635-2.jpg https://cdn-p.cian.site/images/6/441/775/kvartira-moskva-ulica-kadyrova-577144632-2.jpg
1-комн. кв. 24 м? 9/26 этаж,Москва САО р-н Головинский Кронштадтский бул. 6к2,1 999,9,26,1,24 ,https://cdn-p.cian.site/images/5/387/459/kvartira-moskva-kronshtadtskiy-bulvar-954783506-4.jpg https://cdn-p.cian.site/images/5/387/459/kvartira-moskva-kronshtadtskiy-bulvar-954783506-4.jpg https://cdn-p.cian.site/images/5/387/459/kvartira-moskva-kronshtadtskiy-bulvar-954783505-2.jpg https://cdn-p.cian.site/images/5/387/459/kvartira-moskva-kronshtadtskiy-bulvar-954783507-2.jpg https://cdn-p.cian.site/images/5/387/459/kvartira-moskva-kronshtadtskiy-bulvar-954783510-2.jpg
Лучшее предложение Успейте АКЦИЯ!,Москва ЮАО р-н Чертаново Центральное Варшавское ш. 144К1,1 700,14,16,1,40 ,https://cdn-p.cian.site/images/2/413/969/kvartira-moskva-varshavskoe-shosse-969314226-4.jpg https://cdn-p.cian.site/images/2/413/969/kvartira-moskva-varshavskoe-shosse-969314226-4.jpg https://cdn-p.cian.site/images/2/413/969/kvartira-moskva-varshavskoe-shosse-969314225-2.jpg https://cdn-p.cian.site/images/2/413/969/kvartira-moskva-varshavskoe-shosse-969314238-2.jpg https://cdn-p.cian.site/images/2/413/969/kvartira-moskva-varshavskoe-shosse-969314227-2.jpg
1мин пешком! Успейте АКЦИЯ!,Москва ЮЗАО р-н Северное Бутово бул. Дмитрия Донского 8,1 700,9,17,1,40 ,https://cdn-p.cian.site/images/8/186/426/kvartira-moskva-bulvar-dmitriya-donskogo-624681892-4.jpg https://cdn-p.cian.site/images/8/186/426/kvartira-moskva-bulvar-dmitriya-donskogo-624681892-4.jpg https://cdn-p.cian.site/images/0/286/426/kvartira-moskva-bulvar-dmitriya-donskogo-624682069-2.jpg https://cdn-p.cian.site/images/0/286/426/kvartira-moskva-bulvar-dmitriya-donskogo-624682070-2.jpg https://cdn-p.cian.site/images/0/286/426/kvartira-moskva-bulvar-dmitriya-donskogo-624682068-2.jpg
Стильный лофт - заселение 24/7,Москва САО р-н Хорошевский Ходынский бул. 20А,3 800,11,15,1,30 ,https://cdn-p.cian.site/images/91/736/201/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1026371947-4.jpg https://cdn-p.cian.site/images/91/736/201/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1026371947-4.jpg https://cdn-p.cian.site/images/91/736/201/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1026371977-2.jpg https://cdn-p.cian.site/images/91/736/201/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1026371934-2.jpg https://cdn-p.cian.site/images/91/736/201/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1026371933-2.jpg
1-комн. кв. 39 м? 10/12 этаж,Москва ЗАО р-н Дорогомилово Кутузовский просп. 22к2,4 000,10,12,1,39 ,https://cdn-p.cian.site/images/8/456/588/kvartira-moskva-kutuzovskiy-prospekt-885654818-4.jpg https://cdn-p.cian.site/images/8/456/588/kvartira-moskva-kutuzovskiy-prospekt-885654818-4.jpg https://cdn-p.cian.site/images/9/456/588/kvartira-moskva-kutuzovskiy-prospekt-885654954-2.jpg https://cdn-p.cian.site/images/9/456/588/kvartira-moskva-kutuzovskiy-prospekt-885654974-2.jpg https://cdn-p.cian.site/images/0/556/588/kvartira-moskva-kutuzovskiy-prospekt-885655065-2.jpg
Уникальность. Стиль. Комфорт,Москва ЦАО р-н Арбат ул. Новый Арбат 10,5 900,6,24,2,58 ,https://cdn-p.cian.site/images/0/205/478/kvartira-moskva-ulica-novyy-arbat-874502018-4.jpg https://cdn-p.cian.site/images/0/205/478/kvartira-moskva-ulica-novyy-arbat-874502018-4.jpg https://cdn-p.cian.site/images/0/205/478/kvartira-moskva-ulica-novyy-arbat-874502045-2.jpg https://cdn-p.cian.site/images/7/105/478/kvartira-moskva-ulica-novyy-arbat-874501737-2.jpg https://cdn-p.cian.site/images/0/205/478/kvartira-moskva-ulica-novyy-arbat-874502023-2.jpg
Всего 2 минуты пешком от метро,Москва ЦАО р-н Тверской 2-й Лесной пер. 10,2 500,3,7,1,40 ,https://cdn-p.cian.site/images/6/399/889/posutochnaja-kvartira-moskva-2y-lesnoy-pereulok-988993667-4.jpg https://cdn-p.cian.site/images/6/399/889/posutochnaja-kvartira-moskva-2y-lesnoy-pereulok-988993667-4.jpg https://cdn-p.cian.site/images/6/399/889/posutochnaja-kvartira-moskva-2y-lesnoy-pereulok-988993663-2.jpg https://cdn-p.cian.site/images/6/399/889/posutochnaja-kvartira-moskva-2y-lesnoy-pereulok-988993662-2.jpg https://cdn-p.cian.site/images/6/399/889/posutochnaja-kvartira-moskva-2y-lesnoy-pereulok-988993664-2.jpg
2-комнатная Квартира!Дешево!,Москва СВАО р-н Марьина роща ул. Сущевский Вал 69,2 788,9,12,2,53 ,https://cdn-p.cian.site/images/1/927/764/kvartira-moskva-ulica-sushcevskiy-val-467729149-4.jpg https://cdn-p.cian.site/images/1/927/764/kvartira-moskva-ulica-sushcevskiy-val-467729149-4.jpg https://cdn-p.cian.site/images/1/927/764/kvartira-moskva-ulica-sushcevskiy-val-467729150-2.jpg https://cdn-p.cian.site/images/1/927/764/kvartira-moskva-ulica-sushcevskiy-val-467729145-2.jpg https://cdn-p.cian.site/images/1/927/764/kvartira-moskva-ulica-sushcevskiy-val-467729148-2.jpg
